,2B,3B,HR,H,PA,BB,HBP,SF,G,AB,R,TB,RBI,SO,SB,CS,AVG,OBP,SLG,OPS,IBB,SAC,XBH,GDP,GO,AO,GOAO,NP,score,result
560,33,16,34,166,519,94,11,5,158,519,125,333,81,133,14,10,0.32,0.421,0.642,1.063,9,11,83,27,143,176,0.812,2621,4.59937351230716,0
561,28,16,57,262,630,106,28,13,77,630,39,493,17,33,4,4,0.416,0.491,0.783,1.274,13,15,101,7,46,157,0.293,1893,4.597609792418846,0
566,11,8,54,201,490,117,13,6,135,490,49,390,115,60,50,6,0.41,0.519,0.796,1.315,14,12,73,12,138,154,0.896,2893,4.594067064331066,0
574,50,20,22,214,381,50,38,1,151,381,59,370,121,12,2,2,0.562,0.611,0.971,1.582,9,7,92,7,33,120,0.275,2585,4.58896638498508,0
578,28,18,48,234,521,25,3,3,149,521,138,442,74,152,36,2,0.449,0.472,0.848,1.32,7,12,94,18,101,217,0.465,670,4.587595282407454,0
579,55,18,16,127,486,94,25,6,135,486,125,266,114,101,37,4,0.261,0.377,0.547,0.924,9,2,89,17,22,98,0.224,1653,4.587225643274747,0
580,38,16,35,202,483,89,28,5,114,483,69,377,99,88,20,6,0.418,0.504,0.781,1.285,6,12,89,10,54,74,0.73,359,4.586675654567277,0
581,33,20,43,206,348,55,37,1,77,348,108,408,108,51,4,10,0.592,0.646,1.172,1.818,15,2,96,27,10,193,0.052,1900,4.585595049326363,0
585,15,18,59,172,258,111,1,1,122,258,85,400,69,83,3,10,0.667,0.765,1.55,2.315,14,9,92,13,91,116,0.784,2894,4.584964589207628,0
591,35,20,25,183,609,86,2,11,129,609,37,333,127,104,27,8,0.3,0.381,0.547,0.928,28,5,80,21,28,162,0.173,2368,4.583456723265057,0
593,28,19,52,157,497,82,25,9,124,497,94,379,73,62,32,5,0.316,0.406,0.763,1.169,6,10,99,28,89,188,0.473,1610,4.58302992485341,0
595,47,12,52,233,712,88,0,3,112,712,112,460,9,108,16,0,0.327,0.4,0.646,1.046,14,6,111,26,99,93,1.065,3219,4.581732937961907,0
600,55,3,45,231,662,57,8,14,103,662,85,427,121,111,13,3,0.349,0.393,0.645,1.038,17,14,103,21,22,198,0.111,328,4.578279397375669,0
601,11,9,45,212,479,120,5,15,123,479,55,376,119,45,11,1,0.443,0.541,0.785,1.326,30,6,65,2,139,141,0.986,248,4.578148264954679,0
602,11,19,58,214,610,55,6,1,141,610,45,437,97,36,2,6,0.351,0.404,0.716,1.12,1,14,88,21,4,91,0.044,1473,4.5778442444183405,0
606,17,14,22,259,424,117,32,4,107,424,55,370,121,79,43,9,0.611,0.69,0.873,1.563,11,4,53,24,101,172,0.587,2190,4.576366750672567,0
611,55,15,31,181,680,99,17,10,60,680,49,359,110,147,17,9,0.266,0.355,0.528,0.883,3,3,101,4,50,124,0.403,1074,4.570991949111846,0
613,57,19,11,197,407,91,29,5,117,407,85,325,104,106,45,5,0.484,0.573,0.799,1.372,4,1,87,2,85,192,0.443,742,4.570709818889867,0
614,20,5,24,256,398,120,5,14,89,398,149,358,122,102,23,3,0.643,0.707,0.899,1.606,30,11,49,25,130,162,0.802,2266,4.570635471666758,0
616,9,20,54,255,542,77,38,8,60,542,61,466,74,50,19,6,0.47,0.53,0.86,1.39,10,8,83,7,122,179,0.682,3221,4.569777954964811,0
617,17,16,58,200,318,85,29,3,107,318,70,423,94,95,21,8,0.629,0.702,1.33,2.032,17,14,91,1,86,201,0.428,1035,4.56957995586275,0
619,19,8,45,252,581,83,32,12,71,581,127,422,102,117,35,0,0.434,0.496,0.726,1.222,25,5,72,16,18,95,0.189,369,4.568918868572904,0
623,56,19,35,131,706,73,13,8,96,706,98,330,96,127,9,0,0.186,0.259,0.467,0.726,17,13,110,14,2,29,0.069,52,4.56664611386671,0
626,29,15,47,257,724,61,11,15,63,724,76,457,84,51,20,9,0.355,0.398,0.631,1.029,24,11,91,27,159,173,0.919,1128,4.565090872741916,0
702,43,4,58,183,343,96,11,10,63,343,96,408,117,20,33,4,0.534,0.621,1.19,1.811,22,3,105,20,151,151,1.0,115,4.521424059895257,0
703,40,2,56,260,622,4,24,1,155,622,126,472,117,77,19,1,0.418,0.421,0.759,1.18,11,13,98,14,70,137,0.511,1981,4.520715333733824,0
704,45,20,32,210,476,30,25,9,108,476,72,391,126,147,20,1,0.441,0.466,0.821,1.287,12,12,97,6,41,204,0.201,146,4.519862615210602,0
805,47,11,57,147,252,118,38,11,88,252,74,387,62,85,7,10,0.583,0.696,1.536,2.232,4,1,115,19,25,83,0.301,129,4.478686088993438,0
808,24,14,22,252,600,112,27,6,141,600,24,370,91,15,21,10,0.42,0.507,0.617,1.124,11,0,60,12,8,38,0.211,1445,4.475732764590228,0
824,58,4,25,218,357,116,5,1,159,357,145,359,50,6,26,2,0.611,0.705,1.006,1.711,15,13,87,24,19,215,0.088,1852,4.470110543520655,0
825,30,1,59,214,629,107,19,5,95,629,148,423,49,64,19,4,0.34,0.433,0.672,1.105,1,11,90,23,7,14,0.5,1331,4.46971738553839,0
830,16,19,48,243,668,55,11,0,120,668,26,441,92,64,40,6,0.364,0.412,0.66,1.072,2,12,83,22,119,169,0.704,3186,4.4657345831125435,0
832,35,10,37,250,592,120,14,9,116,592,31,416,56,97,25,4,0.422,0.513,0.703,1.216,19,7,82,17,17,149,0.114,1499,4.465609965405127,0
834,39,20,33,236,419,23,24,12,95,419,131,414,92,160,5,7,0.563,0.57,0.988,1.558,15,4,92,18,33,81,0.407,89,4.465227454186197,0
835,54,5,39,253,697,76,22,8,136,697,82,434,52,36,23,10,0.363,0.421,0.623,1.044,15,1,98,2,70,161,0.435,221,4.463208976402534,0
837,53,19,36,122,211,56,40,13,153,211,143,321,81,71,10,6,0.578,0.636,1.521,2.157,28,11,108,6,127,113,1.124,2441,4.462789699086394,0
840,2,16,44,194,381,93,16,10,136,381,109,360,94,47,33,6,0.509,0.593,0.945,1.538,27,12,62,12,113,210,0.538,3222,4.462526397823221,0
845,13,20,25,161,553,117,33,4,54,553,127,289,115,41,35,7,0.291,0.412,0.523,0.935,15,11,58,28,104,197,0.528,124,4.4618547063294685,0
848,58,7,30,216,232,114,13,0,124,232,47,378,99,120,30,6,0.931,0.954,1.629,2.583,19,6,95,10,116,114,1.018,671,4.460007031584983,0
850,49,14,53,176,313,65,24,5,156,313,43,412,76,117,31,6,0.562,0.629,1.316,1.945,20,7,116,28,101,161,0.627,1114,4.459222179687023,0
853,44,4,53,208,538,54,22,4,151,538,70,419,109,27,37,9,0.387,0.44,0.779,1.219,21,3,101,12,24,24,1.0,2884,4.458498449368848,0
855,22,10,58,246,511,100,19,15,79,511,87,462,39,154,24,4,0.481,0.553,0.904,1.457,11,14,90,25,93,112,0.83,3131,4.457734649337408,0
856,59,15,21,152,657,69,33,15,131,657,66,304,119,121,39,6,0.231,0.298,0.463,0.761,18,3,95,26,93,174,0.534,1756,4.45773447064721,0
860,53,14,21,248,643,41,34,12,127,643,47,392,115,75,50,2,0.386,0.415,0.61,1.025,20,9,88,24,86,148,0.581,1476,4.45558919581302,0
863,58,17,11,178,549,76,19,1,72,549,136,303,117,4,6,10,0.324,0.406,0.552,0.958,18,5,86,3,84,180,0.467,2269,4.454137531366696,0
864,26,7,36,240,701,73,16,0,75,701,142,388,113,155,2,5,0.342,0.404,0.553,0.957,28,2,69,16,28,72,0.389,725,4.45348521106874,0
865,22,14,52,209,354,90,20,4,154,354,97,415,42,27,18,5,0.59,0.667,1.172,1.839,25,12,88,11,55,220,0.25,3034,4.452943967229953,0
867,24,8,59,162,398,96,18,3,89,398,128,379,96,90,33,9,0.407,0.519,0.952,1.471,13,6,91,12,150,217,0.691,1279,4.44998470830798,0
868,27,6,56,212,660,84,7,11,131,660,27,419,103,138,36,3,0.321,0.392,0.635,1.027,24,6,89,28,156,159,0.981,3088,4.4499549619630345,0
874,50,17,28,215,657,10,12,5,147,657,88,383,119,38,26,1,0.327,0.335,0.583,0.918,10,15,95,7,172,158,1.089,3294,4.44741945871479,0
876,28,20,31,135,734,51,32,8,129,734,140,296,110,72,41,1,0.184,0.235,0.403,0.638,19,8,79,5,89,122,0.73,275,4.447031934759052,0
878,20,19,60,110,734,93,13,13,55,734,119,348,70,125,12,4,0.15,0.242,0.474,0.716,24,14,99,15,3,137,0.022,1023,4.446769894746846,0
879,39,13,57,184,254,54,24,12,95,254,50,420,122,66,30,7,0.724,0.744,1.654,2.398,8,8,109,19,73,191,0.382,1417,4.4464164427768935,0
881,27,18,56,153,324,89,38,4,73,324,134,384,58,17,36,1,0.472,0.58,1.185,1.765,30,9,101,26,27,23,1.174,2307,4.445734702963142,0
887,43,19,47,225,437,11,40,14,135,437,33,447,100,50,18,5,0.515,0.511,1.023,1.534,24,14,109,0,22,82,0.268,1484,4.443013190316252,0
889,36,7,20,255,378,115,15,11,125,378,58,365,110,94,0,4,0.675,0.734,0.966,1.7,16,3,63,12,1,126,0.008,3048,4.442209937452666,0
801,23,7,33,248,745,48,28,9,161,745,99,384,125,131,8,2,0.333,0.369,0.515,0.884,24,7,63,6,160,144,1.111,259,4.480273144107367,0
799,49,11,28,166,653,117,7,0,122,653,82,321,87,2,11,2,0.254,0.368,0.492,0.86,29,15,88,29,105,220,0.477,2938,4.480463584598533,0
797,60,16,49,260,304,85,7,12,100,304,10,499,20,149,27,2,0.855,0.86,1.641,2.501,1,3,125,0,69,218,0.317,1855,4.4812678912689226,0
796,14,19,60,223,525,81,40,6,90,525,31,455,62,68,46,3,0.425,0.497,0.867,1.364,20,13,93,15,68,121,0.562,1307,4.4819721569747495,0
706,29,19,30,112,521,78,27,13,154,521,135,269,115,123,50,10,0.215,0.31,0.516,0.826,25,8,78,28,51,153,0.333,1475,4.5191802888933905,0
711,22,15,15,229,484,100,33,5,138,484,101,326,112,73,49,5,0.473,0.559,0.674,1.233,14,5,52,29,48,127,0.378,2935,4.517121849732689,0
715,30,0,54,233,272,82,19,9,124,272,127,425,111,146,40,4,0.857,0.868,1.562,2.43,30,6,84,16,49,153,0.32,2527,4.51497448152965,0
716,55,15,55,142,686,42,31,7,161,686,149,392,28,60,34,9,0.207,0.25,0.571,0.821,5,11,125,21,33,178,0.185,252,4.514888680884276,0
718,17,20,37,210,482,63,16,13,141,482,139,378,68,33,7,9,0.436,0.489,0.784,1.273,15,10,74,17,184,183,1.005,2612,4.514490996100593,0
723,42,15,58,209,633,40,3,13,108,633,84,455,65,84,37,10,0.33,0.363,0.719,1.082,1,6,115,17,168,144,1.167,1700,4.512531790574994,0
724,5,13,57,166,203,95,1,1,123,203,106,368,126,69,50,5,0.818,0.873,1.813,2.686,0,15,75,7,36,126,0.286,357,4.51179524240733,0
725,41,14,46,174,603,75,26,2,66,603,131,381,86,123,38,6,0.289,0.366,0.632,0.998,15,0,101,15,130,172,0.756,674,4.510930507413257,0
728,47,14,33,253,452,5,33,0,138,452,130,427,112,149,13,7,0.56,0.565,0.945,1.51,14,12,94,28,1,155,0.006,1881,4.509818451530722,0
733,56,16,37,162,308,24,39,7,159,308,96,361,128,134,33,7,0.526,0.549,1.172,1.721,8,2,109,11,107,203,0.527,1812,4.508627636461553,0
736,49,19,60,154,463,33,25,15,115,463,119,421,54,71,20,8,0.333,0.366,0.909,1.275,14,13,128,21,61,103,0.592,2824,4.508277163422959,0
741,35,13,45,216,302,59,27,14,115,302,103,412,98,109,38,3,0.715,0.733,1.364,2.097,25,6,93,3,121,215,0.563,2652,4.507212153222646,0
744,12,19,36,257,629,56,21,14,127,629,90,415,81,133,34,5,0.409,0.448,0.66,1.108,16,2,67,2,73,213,0.343,1780,4.505729268113166,0
746,57,18,27,161,607,112,17,8,110,607,87,335,47,86,35,9,0.265,0.376,0.552,0.928,28,14,102,1,187,219,0.854,624,4.504825749883255,0
891,44,7,51,135,297,102,12,15,125,297,94,346,100,136,48,0,0.455,0.572,1.165,1.737,4,7,102,3,81,133,0.609,569,4.44134509431726,0
750,53,11,36,221,635,97,15,7,142,635,24,404,64,15,42,8,0.348,0.43,0.636,1.066,26,11,100,12,51,181,0.282,2409,4.502183931388764,0
752,32,14,49,230,530,117,24,12,108,530,31,437,34,2,16,9,0.434,0.527,0.825,1.352,26,13,95,28,60,164,0.366,1046,4.50201393100349,0
754,44,10,44,230,294,90,32,11,131,294,27,426,88,120,17,6,0.782,0.81,1.449,2.259,2,12,98,26,124,175,0.709,1935,4.50122653249135,0
755,20,11,41,205,750,105,8,14,159,750,147,370,26,125,42,9,0.273,0.357,0.493,0.85,13,13,72,25,23,77,0.299,2651,4.501024314779956,0
756,40,12,59,120,718,106,16,9,98,718,24,361,97,40,15,6,0.167,0.271,0.503,0.774,22,7,111,6,109,104,1.048,1439,4.50010885212955,0
757,15,2,43,261,391,95,6,8,90,391,147,409,118,153,44,1,0.668,0.721,1.046,1.767,14,11,60,9,52,165,0.315,30,4.499820321797518,0
763,45,17,58,201,240,18,18,8,112,240,61,454,114,65,1,1,0.838,0.823,1.892,2.715,27,0,120,4,35,193,0.181,1822,4.49574912883014,0
767,18,19,25,164,537,109,24,13,122,537,86,295,111,9,44,8,0.305,0.414,0.549,0.963,27,10,62,20,72,114,0.632,2310,4.495185049635685,0
773,27,20,41,168,390,59,37,2,127,390,133,358,89,141,9,3,0.431,0.503,0.918,1.421,12,12,88,19,145,170,0.853,1029,4.490802691374148,0
782,23,18,36,184,688,76,23,13,64,688,104,351,113,121,49,6,0.267,0.335,0.51,0.845,23,9,77,14,36,49,0.735,923,4.487492727906675,0
783,1,12,58,222,316,66,0,5,127,316,115,421,111,101,34,7,0.703,0.744,1.332,2.076,0,0,71,28,45,84,0.536,582,4.486968443327658,0
784,15,7,58,187,359,80,22,14,138,359,88,390,121,111,49,7,0.521,0.589,1.086,1.675,29,4,80,10,44,187,0.235,2376,4.486738896997745,0
788,55,15,30,217,266,78,19,3,113,266,117,392,66,122,49,9,0.816,0.85,1.474,2.324,23,11,100,4,2,191,0.01,1050,4.485111096098898,0
790,27,19,30,244,722,51,19,12,122,722,49,399,102,72,15,9,0.338,0.376,0.553,0.929,21,15,76,20,9,45,0.2,550,4.483938877816109,0
793,47,9,55,210,589,83,26,8,132,589,121,440,11,96,9,3,0.357,0.431,0.747,1.178,29,13,111,25,109,214,0.509,2369,4.48289658977481,0
751,60,12,30,196,564,78,13,6,103,564,83,370,96,105,45,3,0.348,0.423,0.656,1.079,16,6,102,26,140,209,0.67,838,4.502054579538539,0
1265,58,14,14,232,670,26,6,0,126,670,123,360,100,69,41,9,0.346,0.371,0.537,0.908,15,5,86,22,64,197,0.325,2624,4.3068905173173455,0
1268,52,16,57,157,490,30,22,5,151,490,20,412,83,39,27,9,0.32,0.356,0.841,1.197,7,1,125,21,52,77,0.675,76,4.306438390233839,0
1269,36,16,40,196,718,67,12,7,64,718,79,384,81,145,33,3,0.273,0.332,0.535,0.867,29,10,92,20,181,181,1.0,2057,4.30595928717962,0
1749,55,3,58,182,360,2,38,14,123,360,145,417,95,97,12,1,0.506,0.489,1.158,1.647,16,5,116,12,122,124,0.984,2392,4.175393415618657,0
1753,17,7,32,175,248,119,24,10,133,248,78,302,114,30,21,3,0.706,0.78,1.218,1.998,30,2,56,16,80,154,0.519,945,4.174631746275311,0
1755,57,12,20,111,390,84,4,9,118,390,118,252,114,128,31,7,0.285,0.404,0.646,1.05,17,6,89,9,21,20,1.05,1220,4.1744803412770715,0
1765,33,17,35,129,735,93,9,1,115,735,135,301,35,100,39,2,0.176,0.268,0.41,0.678,23,3,85,12,146,180,0.811,136,4.171401800733132,0
1767,47,15,31,159,332,81,33,13,121,332,117,329,48,68,0,3,0.479,0.563,0.991,1.554,3,9,93,13,191,197,0.97,2469,4.170936788002339,0
1768,0,7,20,258,703,120,26,12,142,703,113,332,59,70,26,5,0.367,0.453,0.472,0.925,30,2,27,13,20,209,0.096,738,4.170911998134589,0
1770,4,14,51,180,570,119,23,9,66,570,110,365,36,141,35,9,0.316,0.428,0.64,1.068,15,6,69,6,160,196,0.816,3228,4.170438798378608,0
1774,51,9,44,181,291,103,20,10,118,291,12,382,65,59,22,2,0.622,0.703,1.313,2.016,19,8,104,24,154,158,0.975,1279,4.169919629910057,0
1776,52,4,34,223,289,91,34,14,50,289,37,385,120,147,29,4,0.772,0.797,1.332,2.129,27,3,90,13,31,194,0.16,3101,4.169481302498283,0
1779,21,10,28,235,670,93,20,1,91,670,125,360,60,41,9,10,0.351,0.429,0.537,0.966,12,14,59,7,194,206,0.942,1429,4.169013029167704,0
1780,26,1,36,172,605,96,33,12,75,605,137,308,123,143,9,2,0.284,0.376,0.509,0.885,24,2,63,18,25,58,0.431,2141,4.168780780800287,0
1782,21,4,51,126,511,103,13,9,146,511,107,308,91,87,36,1,0.247,0.368,0.603,0.971,20,13,76,3,181,207,0.874,2166,4.167928776374216,0
1783,3,14,12,224,365,97,1,2,139,365,145,291,102,95,43,0,0.614,0.692,0.797,1.489,8,11,29,12,92,125,0.736,91,4.166420965874712,0
1786,37,16,13,234,544,90,23,1,121,544,117,342,36,112,1,9,0.43,0.51,0.629,1.139,20,14,66,21,144,209,0.689,2489,4.16547994113734,0
1792,56,13,55,142,190,51,13,9,63,190,71,389,98,83,49,9,0.747,0.772,2.047,2.819,6,7,124,21,131,129,1.016,2532,4.164661484682898,0
1798,27,14,35,230,517,60,1,6,124,517,37,390,92,105,38,4,0.445,0.497,0.754,1.251,10,11,76,19,77,148,0.52,3003,4.163328535321926,0
1799,37,14,18,245,533,1,31,14,146,533,114,364,116,43,7,5,0.46,0.449,0.683,1.132,25,0,69,14,20,159,0.126,1608,4.163160281751397,0
1800,55,7,32,262,699,22,11,15,96,699,41,427,108,76,33,4,0.375,0.386,0.611,0.997,3,13,94,6,133,182,0.731,1753,4.162928006544479,0
1803,58,13,11,214,631,88,19,0,117,631,50,331,72,33,32,9,0.339,0.42,0.525,0.945,0,1,82,1,120,112,1.071,1945,4.162573379253325,0
1804,29,5,37,124,683,93,6,6,152,683,120,274,102,74,40,3,0.182,0.277,0.401,0.678,18,8,71,15,147,166,0.886,2709,4.162499098426162,0
1807,25,16,43,250,399,24,29,13,97,399,138,436,49,57,9,1,0.627,0.628,1.093,1.721,3,1,84,18,16,71,0.225,2652,4.16238601131499,0
1808,48,2,53,204,629,66,8,15,156,629,87,415,33,78,27,4,0.324,0.38,0.66,1.04,15,0,103,10,181,209,0.866,931,4.162095695827502,0
1810,47,8,38,112,682,77,7,10,140,682,118,289,82,13,43,4,0.164,0.246,0.424,0.67,22,14,93,18,135,117,1.154,3284,4.161769778486421,0
1814,26,4,50,191,722,106,5,2,76,722,71,375,79,96,48,1,0.265,0.358,0.519,0.877,26,12,80,29,60,133,0.451,1615,4.160148871384882,0
1815,25,9,38,218,333,107,19,3,95,333,49,375,87,12,19,9,0.655,0.734,1.126,1.86,6,1,72,3,0,108,0.0,1463,4.16011047751763,0
1818,41,12,34,213,697,37,24,0,154,697,77,380,71,97,43,3,0.306,0.341,0.545,0.886,28,7,87,23,103,210,0.49,1384,4.159628094290952,0
1819,20,17,22,258,292,107,34,0,54,292,94,378,59,39,13,5,0.884,0.915,1.295,2.21,13,3,59,23,109,206,0.529,616,4.159323214544058,0
1820,43,20,13,187,438,94,35,14,127,438,26,309,73,60,10,0,0.427,0.515,0.705,1.22,12,7,76,30,35,136,0.257,897,4.158477547925481,0
1823,60,6,37,121,377,83,20,15,151,377,106,304,75,13,5,4,0.321,0.429,0.806,1.235,28,1,103,27,102,138,0.739,115,4.157101378099833,0
1748,52,8,37,159,533,46,21,8,105,533,125,338,104,139,36,1,0.298,0.349,0.634,0.983,17,0,97,0,39,169,0.231,2244,4.175565088030416,0
1824,46,6,55,240,711,23,25,3,52,711,72,463,91,100,5,3,0.338,0.357,0.651,1.008,0,3,107,8,62,99,0.626,3190,4.157061444972294,0
1745,37,4,38,202,488,39,32,8,118,488,116,361,129,67,6,0,0.414,0.45,0.74,1.19,26,10,79,0,189,209,0.904,944,4.176449776456146,0
1740,17,6,59,243,631,7,7,12,114,631,107,449,107,55,29,8,0.385,0.385,0.712,1.097,9,1,82,26,33,178,0.185,1501,4.178759545062292,0
1666,22,12,34,123,375,93,40,3,148,375,84,271,124,70,10,4,0.328,0.459,0.723,1.182,1,6,68,12,141,199,0.709,2954,4.199032080982911,0
1667,43,15,58,216,354,7,4,6,126,354,89,463,58,75,4,0,0.61,0.608,1.308,1.916,1,13,116,27,11,171,0.064,3025,4.198994785479079,0
1668,56,17,17,204,420,41,7,10,74,420,72,345,127,151,22,2,0.486,0.52,0.821,1.341,26,12,90,12,126,123,1.024,2027,4.1989682895493345,0
1672,5,4,33,227,624,118,20,12,57,624,141,339,97,51,28,2,0.364,0.458,0.543,1.001,28,5,42,29,14,23,0.609,2786,4.197759690087338,0
1673,37,17,14,230,657,36,27,12,146,657,75,343,97,132,10,1,0.35,0.377,0.522,0.899,23,15,68,2,55,63,0.873,2947,4.1975393041586475,0
1678,56,9,29,262,503,76,14,13,58,503,18,423,87,15,16,5,0.521,0.571,0.841,1.412,0,13,94,1,112,165,0.679,88,4.1959688355720175,0
1680,18,16,60,246,434,30,32,3,125,434,117,476,17,137,36,1,0.567,0.591,1.097,1.688,15,13,94,14,52,204,0.255,699,4.1952503039577005,0
1683,30,15,59,146,401,109,12,2,66,401,105,383,23,134,3,6,0.364,0.498,0.955,1.453,21,11,104,27,45,109,0.413,2718,4.1946053618025925,0
1684,27,18,55,146,404,67,20,4,64,404,74,374,87,110,0,0,0.361,0.448,0.926,1.374,25,14,100,8,56,61,0.918,1719,4.194482161739545,0
1689,45,11,37,227,679,66,33,9,109,679,105,405,24,6,49,5,0.334,0.389,0.596,0.985,9,7,93,23,45,51,0.882,862,4.193369751361788,0
1690,58,3,24,186,473,117,36,8,78,473,120,322,72,18,46,10,0.393,0.507,0.681,1.188,15,3,85,27,106,107,0.991,1795,4.192952646732931,0
1691,42,16,22,177,236,62,4,9,133,236,141,317,84,21,42,2,0.75,0.779,1.343,2.122,23,8,80,15,31,116,0.267,2141,4.192752619140805,0
1694,8,17,40,135,558,108,40,6,97,558,30,297,116,7,2,10,0.242,0.362,0.532,0.894,7,4,65,0,20,62,0.323,587,4.191888991746589,0
1695,57,15,15,219,621,68,28,2,96,621,122,351,46,130,1,0,0.353,0.415,0.565,0.98,13,15,87,16,36,51,0.706,710,4.191642139751321,0
1699,32,20,46,178,481,36,4,4,108,481,61,388,87,107,27,10,0.37,0.411,0.807,1.218,30,1,98,19,75,125,0.6,550,4.191091994780169,0
1703,37,18,5,151,740,110,10,4,76,740,58,239,127,142,24,8,0.204,0.306,0.323,0.629,4,2,60,11,65,128,0.508,2604,4.189163197240291,0
1704,59,9,6,153,329,109,16,0,107,329,137,248,109,3,48,7,0.465,0.598,0.754,1.352,8,8,74,23,178,201,0.886,2321,4.188740629279467,0
1709,48,15,30,247,415,21,20,14,102,415,112,415,70,86,21,9,0.595,0.596,1.0,1.596,30,2,93,7,22,154,0.143,1359,4.187045793824986,0
1712,52,15,55,188,495,24,36,3,112,495,135,435,15,5,7,3,0.38,0.406,0.879,1.285,21,3,122,2,39,148,0.264,1145,4.1859170993266295,0
1713,57,14,57,153,365,56,0,4,112,365,38,409,61,144,43,9,0.419,0.492,1.121,1.613,24,9,128,27,195,184,1.06,2259,4.185619212119009,0
1718,46,16,30,197,697,78,40,4,69,697,45,365,69,71,4,7,0.283,0.353,0.524,0.877,26,6,92,30,27,151,0.179,1519,4.184216747976022,0
1719,23,2,53,222,513,26,30,8,141,513,105,408,122,144,9,4,0.433,0.453,0.795,1.248,2,8,78,2,95,161,0.59,2651,4.1841856000093145,0
1720,40,16,48,195,440,21,3,9,116,440,86,411,79,29,10,2,0.443,0.46,0.934,1.394,14,0,104,5,76,158,0.481,1603,4.184047934339211,0
1721,53,7,51,174,353,59,11,1,88,353,131,394,69,69,41,2,0.493,0.564,1.116,1.68,7,4,111,3,129,159,0.811,3295,4.183735919579159,0
1728,12,7,52,165,652,73,22,2,116,652,149,347,82,62,46,7,0.253,0.327,0.532,0.859,22,2,71,24,158,210,0.752,540,4.18196175688114,0
1729,9,10,28,178,717,91,38,0,109,717,91,291,130,70,14,5,0.248,0.333,0.406,0.739,12,7,47,0,103,87,1.184,2754,4.181169965039404,0
1731,14,17,36,180,706,73,11,5,124,706,106,336,66,4,30,8,0.255,0.323,0.476,0.799,5,11,67,3,28,204,0.137,1921,4.180807861677478,0
1734,24,15,21,199,380,62,11,13,77,380,128,316,129,74,4,0,0.524,0.574,0.832,1.406,25,13,60,11,158,178,0.888,1908,4.180359496657317,0
1737,54,2,59,187,567,35,7,11,157,567,128,422,43,103,10,10,0.33,0.362,0.744,1.106,4,14,115,3,117,131,0.893,281,4.179261725752734,0
1741,42,3,50,224,634,32,35,13,145,634,126,422,55,149,49,4,0.353,0.377,0.666,1.043,18,0,95,27,16,99,0.162,2658,4.178174154296928,0
1826,36,20,3,241,495,70,33,15,84,495,59,326,102,79,11,6,0.487,0.536,0.659,1.195,8,5,59,24,18,64,0.281,862,4.1569895950077385,0
1832,46,13,42,220,333,67,15,13,136,333,49,418,36,44,31,6,0.661,0.695,1.255,1.95,10,2,101,1,110,172,0.64,813,4.155130411892361,0
1833,29,11,49,222,634,67,37,15,151,634,73,420,12,10,28,7,0.35,0.404,0.662,1.066,8,10,89,21,69,156,0.442,2272,4.154988747713247,0
1930,46,2,58,183,738,56,14,11,153,738,122,407,22,30,37,9,0.248,0.297,0.551,0.848,3,11,106,15,1,34,0.029,1963,4.132568899181177,0
1935,60,16,34,129,172,68,9,0,104,172,69,323,99,156,35,5,0.75,0.821,1.878,2.699,4,1,110,21,44,144,0.306,494,4.13087041087691,0
1937,39,10,57,215,675,54,4,4,125,675,32,445,41,2,20,2,0.319,0.367,0.659,1.026,26,5,106,28,137,188,0.729,1351,4.13021410130513,0
1938,46,9,31,243,673,69,37,6,101,673,116,400,24,83,26,7,0.361,0.417,0.594,1.011,21,13,86,13,3,91,0.033,1330,4.130169877162584,0
1939,33,20,38,93,302,45,8,13,121,302,136,280,106,84,9,6,0.308,0.383,0.927,1.31,8,12,91,22,156,220,0.709,2175,4.130140712189953,0
1941,32,3,26,241,367,116,30,3,159,367,62,357,66,10,13,9,0.657,0.735,0.973,1.708,25,14,61,8,129,170,0.759,1235,4.129302469620053,0
1943,47,14,12,202,481,74,27,7,139,481,57,313,93,17,27,0,0.42,0.491,0.651,1.142,5,4,73,13,186,206,0.903,475,4.1288144450536475,0
1946,59,9,38,133,164,106,35,8,107,164,34,324,91,9,20,2,0.811,0.86,1.976,2.836,29,4,106,19,66,70,0.943,1089,4.128218666607684,0
1948,50,5,21,233,498,38,11,12,118,498,96,356,128,60,2,1,0.468,0.495,0.715,1.21,9,12,76,7,33,45,0.733,1910,4.127173900637361,0
1950,44,9,35,236,276,65,13,12,127,276,128,403,35,56,49,1,0.855,0.853,1.46,2.313,2,9,88,21,14,81,0.173,80,4.126560055821824,0
1952,32,12,44,180,388,61,35,12,129,388,35,368,97,21,20,4,0.464,0.523,0.948,1.471,11,6,88,3,26,138,0.188,3116,4.12580479729826,0
1953,57,15,45,157,324,9,5,11,158,324,31,379,110,78,13,8,0.485,0.483,1.17,1.653,21,10,117,13,138,201,0.687,2143,4.125533649591245,0
1954,56,10,42,227,714,39,11,15,102,714,113,429,17,39,49,4,0.318,0.346,0.601,0.947,18,0,108,10,122,159,0.767,1712,4.125375003692006,0
1957,50,3,41,251,485,65,22,8,111,485,105,430,40,27,25,2,0.518,0.566,0.887,1.453,25,4,94,13,2,191,0.01,1820,4.12393045613439,0
1966,27,16,10,217,440,92,16,15,119,440,90,306,81,87,7,3,0.493,0.565,0.695,1.26,19,1,53,6,152,210,0.724,3009,4.121661582583875,0
